name,code,owner,type,country,status,start_date,expiry_date,assets,geometry
WR/2306,WR/2306,ASA-KAK MINING LTD,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-12-22,2025-12-21,Gold,"POLYGON ((-1.975 5.3316666667, -1.9733333333 5.3316666667, -1.9733333333 5.3308333333, -1.9741666667 5.3308333333, -1.9741666667 5.3291666667, -1.9758333333 5.3291666667, -1.9758333333 5.3308333333, -1.975 5.3308333333, -1.975 5.3316666667, -1.975 5.3316666667))"
SSMP/CR/515,SSMP/CR/515,EVANS FAITH ENT.,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-12-18,2025-12-17,Gold,"POLYGON ((-1.8558333333 6.0075, -1.8608333333 6.0075, -1.8608333333 6.0083333333, -1.8558333333 6.0083333333, -1.8558333333 6.0075, -1.8558333333 6.0075))"
SSMP/CR/573,SSMP/CR/573,VANSHAK MINING & TRAD. ENT.,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-12-18,2025-12-17,Gold,"POLYGON ((-1.805 5.9883333333, -1.805 5.9870777777777775, -1.805 5.9866666667, -1.8058333333 5.9866666667, -1.8058333333 5.985, -1.8083333333 5.985, -1.8083333333 5.9866666667, -1.8075 5.9866666667, -1.8075 5.9875, -1.8066666667 5.9875, -1.8066666667 5.9883333333, -1.805 5.9883333333, -1.805 5.9883333333))"
ML6/9,ML6/9,Asanko Gold Ghana Limited,Mining Lease,GH,Active License,2020-04-07,2050-04-06,Gold,"POLYGON ((-1.9542916666666668 6.3876027777777775, -1.9543805555555556 6.425147222222222, -1.9293222222222222 6.425202777777778, -1.9293027777777778 6.416805555555, -1.9251555555555555 6.416813888888889, -1.9251027777777778 6.387655555555556, -1.9293 6.38765, -1.9292916666666666 6.383477777777777, -1.93765 6.383461111111111, -1.9376583333333333 6.387641666666667, -1.9542916666666668 6.3876027777777775, -1.9542916666666668 6.3876027777777775))"
ML5/19,ML5/19,Ghana Consolidated Diamonds Company Ltd,Mining Lease,GH,Active License,2020-08-25,2031-08-24,Gold,"POLYGON ((-0.7458472222222222 6.083327777777778, -0.7458472222222222 6.079144444444444, -0.7499972222222222 6.079144444444444, -0.75 6.1458333333, -0.675 6.1458333333, -0.675 6.1166666667, -0.6583305555555555 6.1166583333333335, -0.658325 6.112488888888889, -0.6624805555555555 6.112516666666667, -0.6625722222222222 6.104183333333333, -0.6666861111111111 6.104183333333333, -0.6666861111111111 6.100069444445, -0.6791666667 6.1, -0.6791666667 6.0875, -0.675 6.0875, -0.675 6.083344444444444, -0.7458472222222222 6.083327777777778, -0.7458472222222222 6.083327777777778))"
ML2/17,ML2/17,Koantwi Mining Company Limited,Mining Lease,GH,Active License,2020-09-21,2032-09-20,Gold,"POLYGON ((-2.1791666667 6.2458333333, -2.1791666667 6.2625, -2.15 6.2625, -2.15 6.2791666667, -2.1291666667 6.2791666667, -2.1291666667 6.2583333333, -2.1416666667 6.2583333333, -2.1416666667 6.2458333333, -2.1791666667 6.2458333333, -2.1791666667 6.2458333333))"
ML2/164,ML2/164,TransAtlantic Logistics Limited,Mining Lease,GH,Active License,2020-12-14,2030-12-13,Gold,"POLYGON ((-2.075 5.7125, -2.05 5.7125, -2.05 5.7166666667, -2.0208333333 5.7166666667, -2.0208333333 5.7125, -2.025 5.7125, -2.025 5.7083333333, -2.0291666667 5.7083333333, -2.0291666667 5.7041666667, -2.0333333333 5.7041666667, -2.0333333333 5.6958333333, -2.0375 5.6958333333, -2.0375 5.6916666667, -2.0416666667 5.6916666667, -2.0416666667 5.6875, -2.0541666667 5.6875, -2.0541666667 5.6916666667, -2.0583333333 5.6916666667, -2.0583333333 5.6958333333, -2.0625 5.6958333333, -2.0625 5.7, -2.0666666667 5.7, -2.0666666667 5.7041666667, -2.0708333333 5.7041666667, -2.0708333333 5.7083333333, -2.075 5.7083333333, -2.075 5.7125, -2.075 5.7125))"
PL5/95/VOL2,PL5/95/VOL2,Narawa Company Limited,Mining Lease,GH,Active License,2020-08-25,2029-08-24,Gold,"POLYGON ((-0.4333333333 6.3208333333, -0.4291666667 6.3208333333, -0.4291666667 6.3166666667, -0.425 6.3166666667, -0.425 6.3125, -0.4208333333 6.3125, -0.4208333333 6.3083333333, -0.4166666667 6.3083333333, -0.4166666667 6.2291666667, -0.4541666667 6.2291666667, -0.4541666667 6.25, -0.4333333333 6.25, -0.4333333333 6.3208333333, -0.4333333333 6.3208333333))"
LVD 8285B/2013,LVD 8285B/2013,Golden Star (Wassa) Limited,Mining Lease,GH,Active License,2020-08-25,2031-08-24,Gold,"POLYGON ((-1.897836111111111 5.204061111111111, -1.8978583333333334 5.219525, -1.875113888888889 5.219619444444445, -1.8724 5.1987, -1.874913888888889 5.172686111111111, -1.8908333333 5.159997222222223, -1.9079194444444445 5.166930555555555, -1.9083 5.203491666666666, -1.897836111111111 5.204061111111111, -1.897836111111111 5.204061111111111))"
ML2/168,ML2/168,TransAtlantic Logistics Limited,Mining Lease,GH,Active License,2020-12-18,2050-12-17,Gold,"POLYGON ((-1.9916666667 5.775, -2.0166666667 5.775, -2.0166666667 5.7791666667, -2.025 5.7791666667, -2.025 5.7875, -2.0208333333 5.7875, -2.0208333333 5.7958333333, -2.0166666667 5.7958333333, -2.0166666667 5.8, -2.0125 5.8, -2.0125 5.8083333333, -1.9916666667 5.8083333333, -1.9916666667 5.775, -1.9916666667 5.775))"
ML2/169,ML2/169,Asante Gold Bibiani Limited,Mining Lease,GH,Active License,1997-05-19,2027-05-18,Gold,"POLYGON ((-2.320883333333333 6.4322222222, -2.3549861111111112 6.432180555555555, -2.355086111111111 6.489447222222222, -2.296133333333333 6.489775, -2.2961472222222223 6.495866666666666, -2.2751194444444445 6.495744444444444, -2.275275 6.4531527777777775, -2.2961222222222224 6.452969444444444, -2.296091666666667 6.446730555555556, -2.3209055555555556 6.446441666666667, -2.320883333333333 6.4322222222, -2.320883333333333 6.4322222222))"
PL2/679,PL2/679,ADUDANFED CO. LTD,Prospecting Licence (Ghanaian),GH,Active License,2024-12-13,2027-12-12,Gold,"POLYGON ((-1.9416666667 5.3541666667, -1.9541666667 5.3541666667, -1.9541666667 5.3625, -1.9583333333 5.3625, -1.9583333333 5.3666666667, -1.9625 5.3666666667, -1.9625 5.375, -1.9666666667 5.375, -1.9666666667 5.3791666667, -1.9625 5.3791666667, -1.9625 5.3875, -1.95 5.3875, -1.95 5.3916666667, -1.9458333333 5.3916666667, -1.9458333333 5.4, -1.9416666667 5.4, -1.9416666667 5.4083333333, -1.925 5.4083333333, -1.925 5.4041666667, -1.9166666667 5.4041666667, -1.9166666667 5.3958333333, -1.9208333333 5.3958333333, -1.9208333333 5.3916666667, -1.925 5.3916666667, -1.925 5.3833333333, -1.9291666667 5.3833333333, -1.9291666667 5.3791666667, -1.9333333333 5.3791666667, -1.9333333333 5.3708333333, -1.9375 5.3708333333, -1.9375 5.3625, -1.9416666667 5.3625, -1.9416666667 5.3541666667, -1.9416666667 5.3541666667))"
PL2/413,PL2/413,Asanko Gold Ghana Limited,Prospecting Licence (Ghanaian),GH,Active License,2020-12-23,2023-12-22,Gold,"POLYGON ((-2.9416305555555557 6.758505555555556, -2.9209833333333335 6.758505555555556, -2.9209833333333335 6.750147222222222, -2.908447222222222 6.750147222222222, -2.908447222222222 6.745966666666667, -2.8959111111111113 6.745966666666667, -2.8959111111111113 6.741538888888889, -2.8793166666666665 6.741538888888889, -2.8793166666666665 6.737613888888889, -2.854127777777778 6.737613888888889, -2.854127777777778 6.720897222222222, -2.879322222222222 6.720897222222222, -2.879322222222222 6.687591666666667, -2.9000916666666665 6.687591666666667, -2.9000916666666665 6.671125, -2.9458083333333334 6.671125, -2.9458083333333334 6.704430555555556, -2.9416277777777777 6.704430555555556, -2.9416305555555557 6.758505555555556, -2.9416305555555557 6.758505555555556))"
PL5/4/VOL5,PL5/4/VOL5,Bugudon 2 Company Ltd,Mining Lease,GH,Active License,2019-10-25,2033-10-24,Gold,"POLYGON ((-0.7125 5.9458333333, -0.7125 5.9625, -0.7 5.9625, -0.7 5.9583333333, -0.675 5.9583333333, -0.675 5.9416666667, -0.6875 5.9416666667, -0.6875 5.9458333333, -0.7125 5.9458333333, -0.7125 5.9458333333))"
PL7/4 (Ntotoroso),PL7/4 (Ntotoroso),Newmont Ghana Gold Limited,Mining Lease,GH,Active License,2001-06-13,2031-06-12,Gold,"POLYGON ((-2.3458305555555556 7.082969444444444, -2.2916694444444445 7.082969444444444, -2.2916694444444445 7.070469444444444, -2.3 7.070469444444444, -2.3 7.045472222222222, -2.3208305555555557 7.045472222222222, -2.3208305555555557 7.028811111111111, -2.3333305555555555 7.028811111111111, -2.3333305555555555 6.974644444444444, -2.35 6.974644444444444, -2.35 6.937147222222222, -2.4166694444444445 6.937147222222222, -2.4166694444444445 6.970475, -2.3875 6.970475, -2.3875 6.999644444444445, -2.3458305555555556 6.999644444444445, -2.3458305555555556 7.082969444444444))"
QL3/540,QL3/540,99 China Ind. Ltd,Restricted Mining Lease >25 acres (National),GH,Active License,2020-08-11,2025-08-10,Granite,"POLYGON ((-0.5675 5.5975, -0.5691666667 5.5975, -0.5691666667 5.6008333333, -0.5658333333 5.6008333333, -0.5658333333 5.5983333333, -0.5675 5.5983333333, -0.5675 5.5975, -0.5675 5.5975))"
QL5/273,QL5/273,AGYAPADDO CONST. WORKS LTD,Restricted Mining Lease >25 acres (National),GH,Active License,2020-09-17,2025-09-16,Granite,"POLYGON ((-0.0325 6.2658333333, -0.0291666667 6.2658333333, -0.0291666667 6.2633333333, -0.0325 6.2633333333, -0.0325 6.2658333333, -0.0325 6.2658333333))"
QL5/9,QL5/9,AGYEMANG BEDIAKO LTD,Restricted Mining Lease (Ghanaian),GH,Active License,2018-12-18,2023-12-17,Limestone,"POLYGON ((-0.0817222222222222 6.188644444444445, -0.0801833333333333 6.191675, -0.0795111111111111 6.191397222222222, -0.078075 6.190791666666667, -0.0799444444444444 6.188169444444444, -0.0812361111111111 6.1885055555555555, -0.0817222222222222 6.188644444444445, -0.0817222222222222 6.188644444444445))"
QL6/528,QL6/528,Bodukwan Quarry Limited Company,Restricted Mining Lease >25 acres (National),GH,Active License,2024-08-16,2029-08-15,Granite,"POLYGON ((-1.7691666667 6.7416666667, -1.77 6.7416666667, -1.77 6.7425, -1.7708333333 6.7425, -1.7708333333 6.7433333333, -1.7716666667 6.7433333333, -1.7716666667 6.7441666667, -1.7725 6.7441666667, -1.7725 6.7458333333, -1.7691666667 6.7458333333, -1.7691666667 6.7433333333, -1.7683333333 6.7433333333, -1.7683333333 6.7425, -1.7691666667 6.7425, -1.7691666667 6.7416666667, -1.7691666667 6.7416666667))"
QL6/314,QL6/314,Barekese Stone Quarry Limited,Restricted Mining Lease >25 acres (National),GH,Active License,2022-11-23,2027-11-22,Granite,"POLYGON ((-1.7416666667 6.84, -1.7433333333 6.84, -1.7433333333 6.8391666667, -1.7458333333 6.8391666667, -1.7458333333 6.84, -1.7466666667 6.84, -1.7466666667 6.8408333333, -1.7475 6.8408333333, -1.7475 6.8416666667, -1.745 6.8416666667, -1.745 6.8425, -1.7425 6.8425, -1.7416666667 6.8425, -1.7416666667 6.84))"
QL6/315,QL6/315,Barekese Stone Quarry Limited,Restricted Mining Lease >25 acres (National),GH,Active License,2022-11-23,2027-11-22,Granite,"POLYGON ((-1.7416666667 6.8408333333, -1.7416666667 6.8433333333, -1.7375 6.8433333333, -1.7375 6.8408333333, -1.7416666667 6.8408333333))"
PL2/156 (Tarkwa 2),PL2/156 (Tarkwa 2),Gold Fields Ghana Limited,Mining Lease,GH,Active License,1997-04-18,2027-04-17,Gold,"POLYGON ((-1.9897222222 5.2863888889, -1.998055555555 5.2863888889, -2.0041666667 5.2758333333, -2.0016666667 5.274444444445, -2.0047222222 5.266944444445, -2.0033333333 5.2663888889, -2.0063888889 5.2588888889, -2.011944444445 5.2613888889, -2.006944444445 5.2772222222, -2.001944444445 5.2861111111, -2.0152777778 5.291944444445, -1.9888888889 5.3563888889, -2.001944444445 5.375555555555, -1.9738888889 5.4177777778, -1.9738888889 5.3736111111, -1.9586111111 5.3736111111, -1.9588888889 5.3572222222, -1.9588888889 5.356944444445, -1.9588888889 5.356944444445, -1.953055555555 5.3547222222, -1.96 5.339444444445, -1.9658333333 5.3422222222, -1.9675 5.34, -1.9672222222 5.3363888889, -1.9661111111 5.335, -1.9666666667 5.3336111111, -1.968055555555 5.328055555555, -1.9722222222 5.325, -1.9747222222 5.318055555555, -1.9733333333 5.318055555555, -1.9727777778 5.315555555555, -1.9733333333 5.3127777778, -1.9747222222 5.3108333333, -1.9786111111 5.3063888889, -1.9786111111 5.304444444445, -1.9783333333 5.3038888889, -1.981944444445 5.2983333333, -1.9816666667 5.2961111111, -1.981944444445 5.293055555555, -1.9797222222 5.294444444445, -1.9777777778 5.291944444445, -1.9763888889 5.2908333333, -1.975555555555 5.288055555555, -1.9761111111 5.2852777778, -1.9786111111 5.2852777778, -1.983055555555 5.2836111111, -1.9897222222 5.2863888889))"
PL-10/4 (Collete),PL-10/4 (Collete),Phoenix Resources Limited,Prospecting Licence (Ghanaian),GH,Under Review,2014-11-25,2015-11-24,Gold,"POLYGON ((-2.1 10.0791666667, -2.1 10.1291666667, -2.0125 10.1291666667, -2.0125 10.0958333333, -2.0208333333 10.0958333333, -2.0208333333 10.0833333333, -2.025 10.0833333333, -2.025 10.0791666667, -2.1 10.0791666667))"
SSMP-NIM-6/1832,SSMP-NIM-6/1832,King Jamesona Enterprise,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2023-05-23,2028-05-22,Gold,"POLYGON ((-2.0216666667 6.4258333333, -2.0258333333 6.4258333333, -2.0258333333 6.4283333333, -2.0241666667 6.4283333333, -2.0241666667 6.4275, -2.0216666667 6.4275, -2.0216666667 6.4258333333))"
SSMP-NIM-12/1850,SSMP-NIM-12/1850,Lex Commodities Limited,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2024-04-23,2029-04-22,Gold,"POLYGON ((-2.1091666667 7.04, -2.1058333333 7.04, -2.1058333333 7.0375, -2.1091666667 7.0375, -2.1091666667 7.04, -2.1091666667 7.04))"
PL2/431 (Nsuta Hotopo 'B'),PL2/431 (Nsuta Hotopo 'B'),Nsuta Gold Mining Limited,Mining Lease,GH,Active License,2008-06-27,2032-06-26,Gold,"POLYGON ((-1.8833333333 4.9177777778, -1.875 4.9166666667, -1.875555555555 4.9, -1.8702777778 4.8972222222, -1.874444444445 4.8911111111, -1.8738888889 4.8847222222, -1.8772222222 4.8797222222, -1.8827777778 4.8777777778, -1.889444444445 4.8738888889, -1.905555555555 4.880555555555, -1.9041666667 4.884444444445, -1.9047222222 4.8902777778, -1.8975 4.9013888889, -1.8958333333 4.9027777778, -1.8958333333 4.9083333333, -1.8833333333 4.9177777778))"
RL10/11 (Kunche/Bepkong),RL10/11 (Kunche/Bepkong),Azumah Resources Ghana Limited,Mining Lease,GH,Active License,2014-05-19,2029-05-18,Gold,"POLYGON ((-2.775 10.425, -2.7625 10.425, -2.7625 10.4291666667, -2.7291666667 10.4291666667, -2.7291666667 10.425, -2.7208333333 10.425, -2.7208333333 10.4208333333, -2.7166666667 10.4208333333, -2.7166666667 10.4166666667, -2.7208333333 10.4166666667, -2.7208333333 10.4083333333, -2.725 10.4083333333, -2.725 10.3833333333, -2.7416666667 10.3833333333, -2.7416666667 10.375, -2.75 10.375, -2.75 10.3833333333, -2.7666666667 10.3833333333, -2.7666666667 10.4083333333, -2.776944444445 10.4083333333, -2.775 10.421944444445, -2.775 10.425))"
PL5/126 (Akyem East),PL5/126 (Akyem East),Newmont Golden Ridge Limited,Mining Lease,GH,Active License,2010-01-19,2025-01-18,Gold,"POLYGON ((-1.0541694444444445 6.378844444444445, -1 6.378844444444445, -1 6.299677777777778, -1.0166694444444444 6.299677777777778, -1.0166694444444444 6.303847222222222, -1.0125 6.303847222222222, -1.0125 6.316347222222222, -1.0166694444444444 6.316347222222222, -1.0166694444444444 6.333005555555555, -1.0291694444444444 6.333005555555555, -1.0291694444444444 6.324677777777778, -1.0333305555555556 6.324677777777778, -1.0333305555555556 6.316347222222222, -1.0375 6.316347222222222, -1.0375 6.308008333333333, -1.0416694444444445 6.308008333333333, -1.0416694444444445 6.299677777777778, -1.0541694444444445 6.299677777777778, -1.0541694444444445 6.378844444444445))"
PL (G)-2/838,PL (G)-2/838,Line of Gold Ltd,Prospecting Licence (Ghanaian),GH,Active License,2025-01-03,2028-01-02,"Gold,Gold Ore","POLYGON ((-2.0791666667 4.8416666667, -2.0708333333 4.8416666667, -2.0708333333 4.825, -2.0666666667 4.825, -2.0666666667 4.8041666667, -2.0708333333 4.8041666667, -2.0708333333 4.8, -2.075 4.8, -2.075 4.7958333333, -2.0791666667 4.7958333333, -2.0791666667 4.7916666667, -2.0833333333 4.7916666667, -2.0833333333 4.7666666667, -2.0416666667 4.7666666667, -2.0416666667 4.7708333333, -2.0375 4.7708333333, -2.0375 4.7833333333, -2.0333333333 4.7833333333, -2.0333333333 4.7958333333, -2.0291666667 4.7958333333, -2.0291666667 4.8125, -2.025 4.8125, -2.025 4.8416666667, -2.0125 4.8416666667, -2.0125 4.8291666667, -2.0166666667 4.8291666667, -2.0166666667 4.8166666667, -2.0208333333 4.8166666667, -2.0208333333 4.8083333333, -2.025 4.8083333333, -2.025 4.7916666667, -2.0291666667 4.7916666667, -2.0291666667 4.775, -2.0333333333 4.775, -2.0333333333 4.7583333333, -2.0375 4.7583333333, -2.0375 4.7541666667, -2.0416666667 4.7541666667, -2.0416666667 4.75, -2.0458333333 4.75, -2.0458333333 4.7458333333, -2.0541666667 4.7458333333, -2.0541666667 4.7416666667, -2.0708333333 4.7416666667, -2.0708333333 4.7458333333, -2.1 4.7458333333, -2.1 4.75, -2.1041666667 4.75, -2.1041666667 4.7541666667, -2.1083333333 4.7541666667, -2.1083333333 4.7583333333, -2.1125 4.7583333333, -2.1125 4.7666666667, -2.1083333333 4.7666666667, -2.1083333333 4.7833333333, -2.1041666667 4.7833333333, -2.1041666667 4.7875, -2.0958333333 4.7875, -2.0958333333 4.8, -2.0875 4.8, -2.0875 4.8083333333, -2.0833333333 4.8083333333, -2.0833333333 4.8166666667, -2.0791666667 4.8166666667, -2.0791666667 4.8416666667))"
RML-QL-4/287,RML-QL-4/287,H2KA Enterprise,Restricted Mining Lease (Sand & Gravel),GH,Active License,2023-11-28,2025-11-27,Sand,"POLYGON ((-1.07 6.1175, -1.0675 6.1175, -1.0675 6.1183333333, -1.0683333333 6.1183333333, -1.0683333333 6.1208333333, -1.0691666667 6.1208333333, -1.0691666667 6.1183333333, -1.07 6.1183333333, -1.07 6.1175))"
SSMP/NR/1,SSMP/NR/1,Dakrupe Small Scale Mining Group,Small Scale Licence (Wa District),GH,Active License,2020-10-07,2025-10-06,"Gold,Diamonds","POLYGON ((-2.3008333333 8.95, -2.2991666667 8.95, -2.2991666667 8.9491666667, -2.2983333333 8.9491666667, -2.2983333333 8.9475, -2.3008333333 8.9475, -2.3008333333 8.95))"
SSMP/CR/1121,SSMP/CR/1121,Develop Peace Mining,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-09-17,2025-09-16,"Gold,Diamonds","POLYGON ((-2.03 6.2666666667, -2.0291666667 6.2666666667, -2.0291666667 6.2633333333, -2.0316666667 6.2633333333, -2.0316666667 6.265, -2.03 6.265, -2.03 6.2666666667))"
SSMP/CR/1133,SSMP/CR/1133,Bless Unstoppable Mining Enterprise,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-09-17,2025-09-16,"Diamonds,Gold","POLYGON ((-2.0316666667 6.2666666667, -2.0316666667 6.2633333333, -2.0333333333 6.2633333333, -2.0333333333 6.2666666667, -2.0316666667 6.2666666667))"
SSMP/6/2241,SSMP/6/2241,Nayana Mining Enterprise,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-10-14,2025-10-13,"Gold,Diamonds","POLYGON ((-1.7241666667 6.16, -1.7241666667 6.1591666667, -1.725 6.1591666667, -1.725 6.1583333333, -1.7258333333 6.1583333333, -1.7258333333 6.16, -1.7241666667 6.16))"
SSMP/CR/1135,SSMP/CR/1135,Peace Making Mining Enterprise,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-09-17,2025-09-16,"Diamonds,Gold","POLYGON ((-2.0316666667 6.2666666667, -2.0333333333 6.2666666667, -2.0333333333 6.2708333333, -2.0316666667 6.2708333333, -2.0316666667 6.2666666667))"
PL5/19 (Esaase),PL5/19 (Esaase),Akroma Gold Company Ltd (Formely Sian Goldfields Ltd),Mining Lease,GH,Active License,1996-10-20,2026-10-19,Gold,"POLYGON ((-0.8041666667 6.5583333333, -0.8041666667 6.5166666667, -0.8083333333 6.5166666667, -0.8083333333 6.5125, -0.825 6.5125, -0.825 6.5083333333, -0.8333333333 6.5083333333, -0.8333333333 6.5125, -0.8375 6.5125, -0.8375 6.5166666667, -0.8458333333 6.5166666667, -0.8458333333 6.525, -0.85 6.525, -0.85 6.5291666667, -0.8541666667 6.5291666667, -0.8541666667 6.5375, -0.8583333333 6.5375, -0.8583333333 6.5416666667, -0.8625 6.5416666667, -0.8625 6.5458333333, -0.8666666667 6.5458333333, -0.8666666667 6.5541666667, -0.8708333333 6.5541666667, -0.8708333333 6.5583333333, -0.875 6.5583333333, -0.875 6.5625, -0.8791666667 6.5625, -0.8791666667 6.5666666667, -0.8833333333 6.5666666667, -0.8833333333 6.5791666667, -0.8791666667 6.5791666667, -0.8791666667 6.5833333333, -0.875 6.5833333333, -0.875 6.5916666667, -0.8708333333 6.5916666667, -0.8708333333 6.5958333333, -0.8666666667 6.5958333333, -0.8666666667 6.6, -0.8625 6.6, -0.8625 6.5958333333, -0.8583333333 6.5958333333, -0.8583333333 6.5916666667, -0.8541666667 6.5916666667, -0.8541666667 6.5875, -0.8458333333 6.5875, -0.8458333333 6.5833333333, -0.8416666667 6.5833333333, -0.8416666667 6.5791666667, -0.8375 6.5791666667, -0.8375 6.575, -0.8291666667 6.575, -0.8291666667 6.5708333333, -0.825 6.5708333333, -0.825 6.5666666667, -0.8166666667 6.5666666667, -0.8166666667 6.5625, -0.8125 6.5625, -0.8125 6.5583333333, -0.8041666667 6.5583333333, -0.8041666667 6.5583333333))"
SSMP/AR/1959,SSMP/AR/1959,Caray Mining Enterprise,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2021-12-02,2026-12-01,"Diamonds,Gold","POLYGON ((-1.7575 5.9658333333, -1.7575 5.97, -1.7558333333 5.97, -1.7558333333 5.9658333333, -1.7575 5.9658333333))"
SSMP/AR/786,SSMP/AR/786,Happines Mining Enterprise,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2021-12-02,2026-12-01,"Gold,Diamonds","POLYGON ((-1.8416666667 6.345, -1.8425 6.345, -1.8425 6.3441666667, -1.8433333333 6.3441666667, -1.8433333333 6.3458333333, -1.8416666667 6.3458333333, -1.8416666667 6.345))"
